System,Stock,Age,FC_Year,AvgRankByAge,ModelLabel,PointFC,p10,p25,p50,p75,p90
Bristol Bay,Igushik,Age 5,2023,2.3333333333333335,SibRegKalman,1240168,496373,753640,1104439,1616644,2102205
Bristol Bay,Igushik,Age 5,2023,2.5833333333333335,SibRegLogPower,1068009,435178,625403,949836,1408173,1810993
Bristol Bay,Igushik,Age 5,2023,3.25,SibRegSimple,1347430,374049,653604,1199499,2177122,3058638
Bristol Bay,Igushik,Age 5,2024,2.3333333333333335,SibRegKalman,718105,296462,446165,675133,968960,1290440
Bristol Bay,Igushik,Age 5,2024,2.5,SibRegLogPower,801492,353558,515029,760614,1144238,1531614
Bristol Bay,Igushik,Age 5,2024,3.1666666666666665,SibRegSimple,607120,152987,284970,494380,854717,1311559
Bristol Bay,Igushik,Age 5,2025,2.4166666666666665,SibRegKalman,1878345,840991,1144564,1724616,2436626,3265391
Bristol Bay,Igushik,Age 5,2025,2.5,SibRegLogPower,1287293,514449,788874,1204271,1741012,2271458
Bristol Bay,Igushik,Age 5,2025,3.0833333333333335,SibRegSimple,2255745,620783,1088924,1899412,3405652,5005345
Bristol Bay,Igushik,Age 5,2026,2.1666666666666665,SibRegKalman,515689,221572,325829,455347,668116,873401
Bristol Bay,Igushik,Age 5,2026,3,SibRegLogPower,647273,248265,366236,568346,831002,1097588
Bristol Bay,Igushik,Age 5,2026,3.5,SibRegSimple,340089,110580,178793,308622,488856,688801
Bristol Bay,Igushik,Age 6,2021,2.6666666666666665,TimeSeriesExpSmoothBC,1688,211,488,1309,3904,7544
Bristol Bay,Igushik,Age 6,2021,3.1666666666666665,TimeSeriesArimaNoBC,31797,4017,10284,25589,70716,140542
Bristol Bay,Igushik,Age 6,2021,3.5,Naive4,3260,467,1148,2916,7274,13729
Bristol Bay,Igushik,Age 6,2022,2.9166666666666665,TimeSeriesArimaNoBC,32367,3104,7922,23982,70476,150528
Bristol Bay,Igushik,Age 6,2022,3.0833333333333335,TimeSeriesExpSmoothBC,190348,18519,56316,169355,456805,869107
Bristol Bay,Igushik,Age 6,2022,3.8333333333333335,Naive4,18329,2286,5970,14427,39416,82628
Bristol Bay,Igushik,Age 6,2023,3,Naive4,20138,3243,7488,20433,57448,110587
Bristol Bay,Igushik,Age 6,2023,3.1666666666666665,TimeSeriesArimaNoBC,32008,3473,9258,29018,70018,156633
Bristol Bay,Igushik,Age 6,2023,3.5,Naive8,13068,1908,4196,10352,25482,53122
Bristol Bay,Igushik,Age 6,2024,2.8333333333333335,Naive4,26402,2990,7049,19661,56638,116153
Bristol Bay,Igushik,Age 6,2024,3.1666666666666665,Naive8,16511,1725,4675,16083,36982,79715
Bristol Bay,Igushik,Age 6,2024,3.5,TimeSeriesArimaNoBC,31965,3362,10284,30270,75214,169242
Bristol Bay,Igushik,Age 6,2025,2.6666666666666665,Naive4,29485,2951,8198,25024,65888,142943
Bristol Bay,Igushik,Age 6,2025,2.8333333333333335,Naive8,16372,2035,5286,15665,38524,77654
Bristol Bay,Igushik,Age 6,2025,3.1666666666666665,TimeSeriesArimaNoBC,31648,3644,9448,25785,76144,155129
Bristol Bay,Igushik,Age 6,2026,2.6666666666666665,Naive8,22762,3245,8288,23344,52796,108450
Bristol Bay,Igushik,Age 6,2026,3,Naive4,27196,3462,8496,25269,62348,123999
Bristol Bay,Igushik,Age 6,2026,3,TimeSeriesArimaNoBC,32038,4313,9827,25151,66954,169671
Bristol Bay,Igushik,Total,2021,2.25,SibRegLogPower,1560567,678033,1029779,1465878,2007344,2695626
Bristol Bay,Igushik,Total,2021,2.4166666666666665,SibRegKalman,1554794,682033,1011172,1421634,2060812,2667285
Bristol Bay,Igushik,Total,2021,3.6666666666666665,Naive8,1418068,452181,754564,1179974,1920690,2556209
Bristol Bay,Igushik,Total,2022,2.25,SibRegLogPower,1453446,623870,956842,1412126,1920253,2496560
Bristol Bay,Igushik,Total,2022,2.75,SibRegKalman,2158013,814404,1311419,1955681,2756728,3700064
Bristol Bay,Igushik,Total,2022,3.6666666666666665,Naive8,1584393,526402,846892,1391562,2112569,2958881
Bristol Bay,Igushik,Total,2023,2.3333333333333335,SibRegKalman,1955595,795056,1156211,1757829,2560926,3308445
Bristol Bay,Igushik,Total,2023,2.6666666666666665,SibRegLogPower,1667077,693914,1067800,1517491,2162786,2778802
Bristol Bay,Igushik,Total,2023,4,Naive8,1778122,543673,955621,1600780,2373767,3121265
Bristol Bay,Igushik,Total,2024,2.3333333333333335,SibRegKalman,1254854,516352,756869,1118961,1555708,2027539
Bristol Bay,Igushik,Total,2024,2.6666666666666665,SibRegLogPower,1082430,429577,673919,1012509,1377701,1743024
Bristol Bay,Igushik,Total,2024,3.8333333333333335,Naive8,1745189,540884,941968,1629033,2421968,3302778
Bristol Bay,Igushik,Total,2025,2.3333333333333335,SibRegKalman,2606759,1077132,1601194,2345519,3268146,4013234
Bristol Bay,Igushik,Total,2025,2.6666666666666665,SibRegLogPower,2003722,856231,1296083,1935642,2818414,3407354
Bristol Bay,Igushik,Total,2025,3.6666666666666665,Naive8,1710428,606269,967364,1557075,2527168,3243474
Bristol Bay,Igushik,Total,2026,2.3333333333333335,SibRegKalman,1200936,469728,735404,1094553,1513362,1918344
Bristol Bay,Igushik,Total,2026,2.6666666666666665,SibRegLogPower,1275303,528268,777503,1177650,1621802,2072730
Bristol Bay,Igushik,Total,2026,4.166666666666667,Naive8,1935308,637441,1051980,1681328,2442492,3402363
Bristol Bay,Kvichak,Age 3,2021,2.3333333333333335,TimeSeriesExpSmoothBC,3497,15,138,1580,15158,71362
Bristol Bay,Kvichak,Age 3,2021,3.1666666666666665,Naive8,7230,63,398,4268,36503,183432
Bristol Bay,Kvichak,Age 3,2021,3.6666666666666665,Naive4,4645,23,298,2818,26078,115352
Bristol Bay,Kvichak,Age 3,2022,2.3333333333333335,TimeSeriesExpSmoothBC,3826,24,208,2014,23802,99478
Bristol Bay,Kvichak,Age 3,2022,3.1666666666666665,Naive8,8441,63,478,5824,48225,250406
Bristol Bay,Kvichak,Age 3,2022,3.6666666666666665,Naive4,5371,53,451,3001,26184,101795
Bristol Bay,Kvichak,Age 3,2023,2.3333333333333335,TimeSeriesExpSmoothBC,3395,22,293,2081,15236,57583
Bristol Bay,Kvichak,Age 3,2023,3.1666666666666665,Naive8,7867,68,615,5912,50895,218087
Bristol Bay,Kvichak,Age 3,2023,3.6666666666666665,Naive4,4314,25,308,3204,27814,120428
Bristol Bay,Kvichak,Age 3,2024,2.3333333333333335,TimeSeriesExpSmoothBC,3721,24,210,3058,22264,104215
Bristol Bay,Kvichak,Age 3,2024,3.1666666666666665,Naive8,5666,51,458,4085,36206,145840
Bristol Bay,Kvichak,Age 3,2024,3.6666666666666665,Naive4,6410,38,425,3618,33310,167039
Bristol Bay,Kvichak,Age 3,2025,2.3333333333333335,TimeSeriesExpSmoothBC,3308,15,176,2558,20216,104588
Bristol Bay,Kvichak,Age 3,2025,3.1666666666666665,Naive8,5339,46,436,3435,31838,128283
Bristol Bay,Kvichak,Age 3,2025,3.6666666666666665,Naive4,6032,43,380,5041,31178,146124
Bristol Bay,Kvichak,Age 3,2026,2.3333333333333335,TimeSeriesExpSmoothBC,3259,18,128,1612,17548,70946
Bristol Bay,Kvichak,Age 3,2026,3.1666666666666665,Naive8,4110,34,238,1973,20990,87392
Bristol Bay,Kvichak,Age 3,2026,4.166666666666667,Naive4,2849,17,208,2601,23144,120686
Bristol Bay,Kvichak,Age 4,2021,2,SibRegLogPower,3533134,1072187,1906224,3113502,4978435,7238884
Bristol Bay,Kvichak,Age 4,2021,3.3333333333333335,TimeSeriesArimaNoBC,2819416,572305,1195088,2575656,4783146,7235594
Bristol Bay,Kvichak,Age 4,2021,3.5,SibRegKalman,1928482,599894,1015354,1767322,3031382,4500253
Bristol Bay,Kvichak,Age 4,2022,1.6666666666666667,SibRegLogPower,5411641,1543821,2696706,4791570,8098116,11851310
Bristol Bay,Kvichak,Age 4,2022,3.4166666666666665,SibRegKalman,3986546,1062160,1869698,3333214,5516649,8386386
Bristol Bay,Kvichak,Age 4,2022,3.5,TimeSeriesArimaNoBC,2876260,608357,1147030,2505775,4461076,6677287
Bristol Bay,Kvichak,Age 4,2023,1.6666666666666667,SibRegLogPower,897737,273780,462744,765597,1278324,1916812
Bristol Bay,Kvichak,Age 4,2023,3.4166666666666665,SibRegKalman,1779660,489900,813622,1536901,2697544,3890716
Bristol Bay,Kvichak,Age 4,2023,3.6666666666666665,TimeSeriesArimaNoBC,2935265,700122,1217592,2247456,4315036,7020868
Bristol Bay,Kvichak,Age 4,2024,1.5833333333333333,SibRegLogPower,5352565,1498771,2548093,4588267,7540722,10970310
Bristol Bay,Kvichak,Age 4,2024,3.3333333333333335,SibRegKalman,3793388,1056641,1905438,3491761,5684712,7867396
Bristol Bay,Kvichak,Age 4,2024,3.5,Naive8,4878620,1032370,1827352,4477296,7889410,12971652
Bristol Bay,Kvichak,Age 4,2024,3.5,TimeSeriesArimaNoBC,2907416,612241,1242206,2351629,4528670,7345894
Bristol Bay,Kvichak,Age 4,2025,1.5,SibRegLogPower,932828,295278,483326,863825,1363383,1881136
Bristol Bay,Kvichak,Age 4,2025,2.8333333333333335,SibRegKalman,1844428,639193,981760,1680951,2987421,4310442
Bristol Bay,Kvichak,Age 4,2025,3.6666666666666665,TimeSeriesArimaNoBC,3020830,745030,1360970,2629189,4806876,7108997
Bristol Bay,Kvichak,Age 4,2026,1.5,SibRegLogPower,964764,252049,469118,865549,1514874,2077128
Bristol Bay,Kvichak,Age 4,2026,2.5833333333333335,SibRegKalman,1829723,510288,923956,1506191,2498684,3795601
Bristol Bay,Kvichak,Age 4,2026,3.75,TimeSeriesArimaNoBC,2991328,712066,1204631,2575457,4838614,7285237
Bristol Bay,Kvichak,Age 5,2021,1.3333333333333333,TimeSeriesArimaBC,5958825,1591931,2805647,4987584,8918546,14606084
Bristol Bay,Kvichak,Age 5,2021,2.3333333333333335,TimeSeriesExpSmoothBC,6204548,1703645,2906242,5319410,10393395,15447504
Bristol Bay,Kvichak,Age 5,2021,4,Naive8,6577810,1108895,2304247,5588961,12719726,20446611
Bristol Bay,Kvichak,Age 5,2022,1.3333333333333333,TimeSeriesArimaBC,3834957,980674,1846656,3346574,6050088,9256754
Bristol Bay,Kvichak,Age 5,2022,2.5,TimeSeriesExpSmoothBC,6143865,1771488,3006112,5997038,10448065,16640833
Bristol Bay,Kvichak,Age 5,2022,4,Naive8,6489557,1233359,2529026,5597372,12396280,21263778
Bristol Bay,Kvichak,Age 5,2023,1.3333333333333333,TimeSeriesArimaBC,5478588,1334245,2478657,4767152,8723638,12897741
Bristol Bay,Kvichak,Age 5,2023,2.5,TimeSeriesExpSmoothBC,6183126,1410921,2737043,5186688,10274577,14995732
Bristol Bay,Kvichak,Age 5,2023,4.166666666666667,Naive8,6029735,1158123,2738736,4810360,10700982,18555071
Bristol Bay,Kvichak,Age 5,2024,1.3333333333333333,TimeSeriesArimaBC,6733119,1711061,2990798,6039696,11130474,17698938
Bristol Bay,Kvichak,Age 5,2024,2.5,TimeSeriesExpSmoothBC,6231977,1375955,2738395,5736542,10080996,15557225
Bristol Bay,Kvichak,Age 5,2024,4.166666666666667,Naive8,4428334,1035872,1767452,3664951,6941714,11492334
Bristol Bay,Kvichak,Age 5,2025,1.3333333333333333,TimeSeriesArimaBC,3734036,1021017,1827031,3519542,6733578,9763141
Bristol Bay,Kvichak,Age 5,2025,2.5,TimeSeriesExpSmoothBC,6126005,1470138,2806036,5232045,9880949,15460361
Bristol Bay,Kvichak,Age 5,2025,4.166666666666667,Naive8,4077503,949754,1839623,3581744,7384672,12816960
Bristol Bay,Kvichak,Age 5,2026,1.3333333333333333,TimeSeriesArimaBC,4854976,1262438,2355574,4258116,7971054,12060826
Bristol Bay,Kvichak,Age 5,2026,2.5,TimeSeriesExpSmoothBC,6163111,1756272,3053030,5701352,9898606,15140012
Bristol Bay,Kvichak,Age 5,2026,4.166666666666667,Naive8,4456254,797192,1534757,3279759,7181674,12596885
Bristol Bay,Kvichak,Age 6,2021,1.5,SibRegSimple,630889,176642,311150,630975,1186333,1772279
Bristol Bay,Kvichak,Age 6,2021,2.6666666666666665,SibRegKalman,582830,118653,246076,495879,943811,1652199
Bristol Bay,Kvichak,Age 6,2021,3.5,Naive8,757946,105421,265989,704682,1775852,3722815
Bristol Bay,Kvichak,Age 6,2021,3.5,TimeSeriesArimaNoBC,706742,125172,258968,580468,1256578,2420519
Bristol Bay,Kvichak,Age 6,2022,1.5,SibRegSimple,216238,53853,102204,210424,403520,671214
Bristol Bay,Kvichak,Age 6,2022,2.6666666666666665,SibRegKalman,283943,67292,133449,273596,524252,853312
Bristol Bay,Kvichak,Age 6,2022,3.5833333333333335,Naive8,490694,76103,163240,461464,934816,1763416
Bristol Bay,Kvichak,Age 6,2023,1.5,SibRegSimple,616734,160376,282474,597035,1109508,1623381
Bristol Bay,Kvichak,Age 6,2023,2.6666666666666665,SibRegKalman,564546,141024,258233,503261,883216,1471389
Bristol Bay,Kvichak,Age 6,2023,3.5,Naive4,121862,19934,42215,96347,246286,452961
Bristol Bay,Kvichak,Age 6,2024,1.5,SibRegSimple,526185,142411,252956,488476,905903,1389196
Bristol Bay,Kvichak,Age 6,2024,2.6666666666666665,SibRegKalman,513236,124660,241780,493166,901449,1450497
Bristol Bay,Kvichak,Age 6,2024,3.5833333333333335,Naive8,440724,58567,151224,382783,866736,1623259
Bristol Bay,Kvichak,Age 6,2025,1.5,SibRegSimple,170523,47634,83860,153204,313776,512550
Bristol Bay,Kvichak,Age 6,2025,2.6666666666666665,SibRegKalman,257360,65631,123210,225103,434496,705795
Bristol Bay,Kvichak,Age 6,2025,3.6666666666666665,Naive8,374046,48339,119166,311636,700356,1252472
Bristol Bay,Kvichak,Age 6,2025,3.6666666666666665,TimeSeriesArimaNoBC,698114,144584,292807,610061,1307380,2096307
Bristol Bay,Kvichak,Age 6,2026,1.5,SibRegSimple,534104,146307,264700,462178,860629,1393585
Bristol Bay,Kvichak,Age 6,2026,2.6666666666666665,SibRegKalman,514714,138818,243194,488375,862287,1321424
Bristol Bay,Kvichak,Age 6,2026,3.6666666666666665,Naive4,583438,94749,212086,525298,1243806,2235131
Bristol Bay,Kvichak,Age 6,2026,3.6666666666666665,Naive8,348772,61593,126854,322838,744304,1325388
Bristol Bay,Kvichak,Age 6,2026,3.6666666666666665,TimeSeriesArimaNoBC,691637,151952,337309,664967,1383235,2154532
Bristol Bay,Kvichak,Total,2021,2.4166666666666665,Naive4,8129762,1886317,3567624,6265870,11111873,16156455
Bristol Bay,Kvichak,Total,2021,3.4166666666666665,Naive8,11716678,2913908,5787974,11008913,17897696,26943351
Bristol Bay,Kvichak,Total,2021,3.6666666666666665,TimeSeriesArimaNoBC,12320428,3063552,6046760,10601934,18035298,27079892
Bristol Bay,Kvichak,Total,2022,2.3333333333333335,Naive4,8544024,2131212,3949493,7439233,12498476,18143409
Bristol Bay,Kvichak,Total,2022,3.1666666666666665,Naive8,12039938,3065114,5768662,10901669,19756754,28268039
Bristol Bay,Kvichak,Total,2022,3.8333333333333335,TimeSeriesArimaNoBC,8311723,2105153,3940748,7332804,12202566,17889657
Bristol Bay,Kvichak,Total,2023,2.3333333333333335,Naive4,10089391,2423584,4506824,8188851,13842604,20292735
Bristol Bay,Kvichak,Total,2023,3.1666666666666665,Naive8,11546615,2492918,5703920,10367053,16651718,24016880
Bristol Bay,Kvichak,Total,2023,3.75,TimeSeriesArimaNoBC,13031758,3548112,6499138,11250279,18370821,27757594
Bristol Bay,Kvichak,Total,2024,2.1666666666666665,Naive4,10294729,2931040,5261877,9785655,15863374,21812868
Bristol Bay,Kvichak,Total,2024,3.1666666666666665,Naive8,9753344,2179667,4627882,8551910,15740436,22116060
Bristol Bay,Kvichak,Total,2024,3.8333333333333335,TimeSeriesArimaNoBC,8396315,2239293,3778344,6794547,11878924,17672947
Bristol Bay,Kvichak,Total,2025,2.1666666666666665,Naive4,10877350,3228233,5396722,8710427,14559486,22482817
Bristol Bay,Kvichak,Total,2025,3.1666666666666665,Naive8,9503556,2273776,4375562,7999513,14047600,20362588
Bristol Bay,Kvichak,Total,2025,3.8333333333333335,TimeSeriesArimaNoBC,11911718,2907204,5742410,9446139,15440664,23516474
Bristol Bay,Kvichak,Total,2026,2,Naive4,10529111,3035198,5890582,9522399,15016700,20907503
Bristol Bay,Kvichak,Total,2026,2.6666666666666665,Naive8,9536567,2755208,5112702,9192090,14734354,22080563
Bristol Bay,Kvichak,Total,2026,4.166666666666667,SibRegSimple,2341885,596068,1074401,1928199,3121020,4641258
Bristol Bay,Kvichak,Total,2026,4.166666666666667,TimeSeriesArimaNoBC,9448595,2645654,4927416,8638263,14720758,19975166
Bristol Bay,Naknek,Age 3,2021,3.3333333333333335,Naive8,47892,603,3810,33898,243474,745000
Bristol Bay,Naknek,Age 3,2021,4.083333333333333,SibRegSimple,38248,557,4372,26325,163250,411431
Bristol Bay,Naknek,Age 3,2021,4.083333333333333,SibRegLogPower,38248,622,2786,22565,133895,477289
Bristol Bay,Naknek,Age 3,2021,4.083333333333333,SibRegKalman,38248,835,4530,25472,148736,485298
Bristol Bay,Naknek,Age 3,2022,3.5,Naive8,39127,563,3891,25228,167960,647982
Bristol Bay,Naknek,Age 3,2022,4.416666666666667,SibRegSimple,31495,645,3456,23107,150924,518475
Bristol Bay,Naknek,Age 3,2022,4.416666666666667,SibRegLogPower,31495,546,3823,26258,141437,433630
Bristol Bay,Naknek,Age 3,2022,4.416666666666667,SibRegKalman,31495,553,3602,25428,119163,427688
Bristol Bay,Naknek,Age 3,2023,3.5,Naive8,29140,564,3220,19583,91755,333900
Bristol Bay,Naknek,Age 3,2023,4.333333333333333,Naive4,22120,256,1886,13699,76406,250238
Bristol Bay,Naknek,Age 3,2023,4.333333333333333,SibRegSimple,25437,432,2444,21268,97873,298135
Bristol Bay,Naknek,Age 3,2023,4.333333333333333,SibRegLogPower,25437,364,3509,20841,129116,474761
Bristol Bay,Naknek,Age 3,2023,4.333333333333333,SibRegKalman,25437,598,2479,15756,90760,335495
Bristol Bay,Naknek,Age 3,2023,4.333333333333333,TimeSeriesArimaNoBC,27825,617,3442,23074,127558,395851
Bristol Bay,Naknek,Age 3,2024,3.3333333333333335,Naive8,31978,1284,4616,23856,136018,381912
Bristol Bay,Naknek,Age 3,2024,4.083333333333333,SibRegSimple,24586,345,2175,16758,86606,285282
Bristol Bay,Naknek,Age 3,2024,4.083333333333333,SibRegLogPower,24586,667,3088,16833,82708,350275
Bristol Bay,Naknek,Age 3,2024,4.083333333333333,SibRegKalman,24586,495,2689,16462,94981,275917
Bristol Bay,Naknek,Age 3,2025,3.1666666666666665,Naive8,24386,412,3302,22238,150322,609948
Bristol Bay,Naknek,Age 3,2025,3.9166666666666665,SibRegSimple,24471,428,2791,14994,78478,386997
Bristol Bay,Naknek,Age 3,2025,3.9166666666666665,SibRegLogPower,24471,621,3347,18183,89224,362627
Bristol Bay,Naknek,Age 3,2025,3.9166666666666665,SibRegKalman,24471,448,2946,15490,55381,245685
Bristol Bay,Naknek,Age 3,2026,3.1666666666666665,Naive8,21272,539,2605,17672,113480,513319
Bristol Bay,Naknek,Age 3,2026,4.083333333333333,SibRegSimple,14626,336,1864,12802,59642,160526
Bristol Bay,Naknek,Age 3,2026,4.083333333333333,SibRegLogPower,14626,375,1672,11809,62855,207141
Bristol Bay,Naknek,Age 3,2026,4.083333333333333,SibRegKalman,14626,283,1372,11318,76471,270319
Bristol Bay,Naknek,Age 4,2021,3,TimeSeriesArimaBC,2580953,877697,1481330,2366633,3610450,4850203
Bristol Bay,Naknek,Age 4,2021,3.5,Naive8,2741561,906197,1444786,2366119,4154495,5342546
Bristol Bay,Naknek,Age 4,2021,3.5833333333333335,Naive4,3388990,1099617,1897511,3325745,5292450,7405310
Bristol Bay,Naknek,Age 4,2022,3.3333333333333335,Naive4,3751808,1155685,1764502,3202173,5407888,8001128
Bristol Bay,Naknek,Age 4,2022,3.5,TimeSeriesArimaBC,4531029,1586360,2586587,4114126,6634739,8954557
Bristol Bay,Naknek,Age 4,2022,3.75,Naive8,3207827,1077054,1719475,2834409,4537735,6649036
Bristol Bay,Naknek,Age 4,2023,3.3333333333333335,TimeSeriesArimaNoBC,3219211,1142570,1725916,2847779,4503652,6102677
Bristol Bay,Naknek,Age 4,2023,3.4166666666666665,Naive8,3138443,1140753,1763414,2886162,4413929,6289444
Bristol Bay,Naknek,Age 4,2023,3.5833333333333335,Naive4,3688405,1174851,2051188,3415547,5404284,7583221
Bristol Bay,Naknek,Age 4,2024,3.25,Naive8,3002012,961339,1576691,2728720,4290846,6615999
Bristol Bay,Naknek,Age 4,2024,3.6666666666666665,TimeSeriesArimaNoBC,2610239,960805,1603702,2493613,3877790,5614044
Bristol Bay,Naknek,Age 4,2024,3.8333333333333335,Naive4,2664394,870991,1320464,2198764,3609400,5085637
Bristol Bay,Naknek,Age 4,2025,3.4166666666666665,Naive8,2893918,953656,1581367,2771921,4374046,5755240
Bristol Bay,Naknek,Age 4,2025,3.6666666666666665,Naive4,2398846,723646,1283464,2190714,3443484,4973119
Bristol Bay,Naknek,Age 4,2025,3.9166666666666665,TimeSeriesArimaNoBC,2265331,762915,1187504,1919970,3096370,4462526
Bristol Bay,Naknek,Age 4,2026,2.6666666666666665,SibRegKalman,961102,323975,546814,850585,1255484,1733254
Bristol Bay,Naknek,Age 4,2026,3.6666666666666665,SibRegLogPower,1409190,545128,854734,1268495,1887926,2616862
Bristol Bay,Naknek,Age 4,2026,3.8333333333333335,TimeSeriesArimaNoBC,1648473,574336,858138,1480297,2440924,3373508
Bristol Bay,Naknek,Age 5,2021,1.3333333333333333,SibRegLogPower,4593687,2246563,3059038,4313390,5975410,7277171
Bristol Bay,Naknek,Age 5,2021,3,SibRegKalman,4428684,2207300,3068930,4281626,5659738,6879102
Bristol Bay,Naknek,Age 5,2021,4.166666666666667,Naive8,3248900,1362146,2007917,2987479,4272846,5840173
Bristol Bay,Naknek,Age 5,2022,1.1666666666666667,SibRegLogPower,5501076,2667840,3584319,5101830,7145681,8866838
Bristol Bay,Naknek,Age 5,2022,3,SibRegKalman,5978716,2980817,4064890,5583489,7557536,9446603
Bristol Bay,Naknek,Age 5,2022,4,Naive8,3309117,1381965,2049137,3168176,4597407,5853200
Bristol Bay,Naknek,Age 5,2023,1.1666666666666667,SibRegLogPower,4453251,2255995,2932186,4030029,5680744,7006053
Bristol Bay,Naknek,Age 5,2023,3,SibRegKalman,4202690,2027766,2753006,3858722,5168124,6516237
Bristol Bay,Naknek,Age 5,2023,3.75,Naive8,3575555,1411010,2054476,3204527,4768072,6270770
Bristol Bay,Naknek,Age 5,2024,1.1666666666666667,SibRegLogPower,3141144,1570311,2072221,2883407,3851292,4862852
Bristol Bay,Naknek,Age 5,2024,3,SibRegKalman,2781705,1488064,1910584,2491923,3490310,4459375
Bristol Bay,Naknek,Age 5,2024,3.8333333333333335,Naive8,3724355,1510029,2192514,3295780,4605788,5978289
Bristol Bay,Naknek,Age 5,2025,1.5,SibRegLogPower,3475985,1714703,2363655,3247357,4492227,5593159
Bristol Bay,Naknek,Age 5,2025,3,SibRegKalman,3104097,1482984,2113926,2898889,3952664,4997171
Bristol Bay,Naknek,Age 5,2025,3.8333333333333335,Naive8,3621338,1561471,2300060,3434501,4865362,6534463
Bristol Bay,Naknek,Age 5,2026,1.4166666666666667,SibRegLogPower,2727285,1289484,1900400,2551218,3332416,4107917
Bristol Bay,Naknek,Age 5,2026,3,SibRegKalman,2472534,1228785,1697475,2393997,3137062,4137325
Bristol Bay,Naknek,Age 5,2026,3.8333333333333335,Naive8,3748631,1513935,2221026,3443397,5075564,6437059
Bristol Bay,Naknek,Age 6,2021,2.3333333333333335,Naive4,307400,132716,196447,303774,468453,631611
Bristol Bay,Naknek,Age 6,2021,3.4166666666666665,SibRegKalman,789414,331762,474516,748781,1081254,1501330
Bristol Bay,Naknek,Age 6,2021,4.25,TimeSeriesArimaNoBC,458523,168659,250296,420592,681219,934491
Bristol Bay,Naknek,Age 6,2022,2,Naive4,290804,111281,194930,283372,415180,563553
Bristol Bay,Naknek,Age 6,2022,3.3333333333333335,SibRegKalman,749726,288799,441658,676484,1053998,1445871
Bristol Bay,Naknek,Age 6,2022,4.333333333333333,TimeSeriesArimaNoBC,635776,256756,374144,616449,950602,1324934
Bristol Bay,Naknek,Age 6,2023,2,Naive4,277610,123487,171790,269860,397126,521386
Bristol Bay,Naknek,Age 6,2023,3.4166666666666665,SibRegKalman,321550,145636,215719,323964,452070,590560
Bristol Bay,Naknek,Age 6,2023,4.666666666666667,Naive8,328203,128928,190738,310853,482610,682519
Bristol Bay,Naknek,Age 6,2024,2.4166666666666665,Naive4,447621,170296,278268,419866,635638,903837
Bristol Bay,Naknek,Age 6,2024,3.5833333333333335,SibRegKalman,529223,242303,330312,498985,741415,1025387
Bristol Bay,Naknek,Age 6,2024,4.5,TimeSeriesArimaNoBC,786078,281895,448260,760126,1157583,1654457
Bristol Bay,Naknek,Age 6,2025,2,Naive4,488224,205978,312540,474096,724584,942302
Bristol Bay,Naknek,Age 6,2025,3.4166666666666665,SibRegKalman,187852,75402,117265,186113,274456,368486
Bristol Bay,Naknek,Age 6,2025,4.25,Naive8,397812,159490,235074,385888,581518,864354
Bristol Bay,Naknek,Age 6,2026,2.0833333333333335,Naive4,447544,186170,285116,450966,641816,872434
Bristol Bay,Naknek,Age 6,2026,3.3333333333333335,SibRegKalman,423357,160016,249090,403259,604071,793798
Bristol Bay,Naknek,Age 6,2026,4.166666666666667,Naive8,369174,138509,218668,361813,529402,794435
Bristol Bay,Naknek,Total,2021,2.1666666666666665,SibRegLogPower,7484273,4077402,5476036,7142241,8671196,10145524
Bristol Bay,Naknek,Total,2021,2.75,SibRegKalman,7720458,4010770,5373979,6761985,8467854,10408359
Bristol Bay,Naknek,Total,2021,3.75,TimeSeriesExpSmoothNoBC,5951516,3088885,4201224,5588688,7371052,8804510
Bristol Bay,Naknek,Total,2022,2.1666666666666665,SibRegLogPower,8002107,4566995,5848628,7527749,9387278,10864431
Bristol Bay,Naknek,Total,2022,2.75,SibRegKalman,8375716,4480602,5854632,7854813,9835868,11773791
Bristol Bay,Naknek,Total,2022,3.6666666666666665,TimeSeriesExpSmoothNoBC,6356213,3068504,4301717,5887315,7766042,9238732
Bristol Bay,Naknek,Total,2023,2,SibRegLogPower,6477518,3624022,4886610,6115185,7584470,8840079
Bristol Bay,Naknek,Total,2023,2.9166666666666665,SibRegKalman,5316924,3001035,4009784,5076454,6197156,7140646
Bristol Bay,Naknek,Total,2023,3.3333333333333335,TimeSeriesExpSmoothNoBC,6135051,3317113,4465288,5678403,7298490,8795058
Bristol Bay,Naknek,Total,2024,2,SibRegLogPower,5875482,3325508,4365859,5498029,6633765,7980071
Bristol Bay,Naknek,Total,2024,2.8333333333333335,SibRegKalman,5222525,2902246,3759370,4972770,6190310,7421548
Bristol Bay,Naknek,Total,2024,3.6666666666666665,TimeSeriesExpSmoothNoBC,6187700,3255268,4304034,5784743,7494594,9085666
Bristol Bay,Naknek,Total,2025,2,SibRegLogPower,5099342,2907589,3730978,4743686,5833474,6808881
Bristol Bay,Naknek,Total,2025,2.8333333333333335,SibRegKalman,4023175,2149042,2855488,3681150,4590150,5498927
Bristol Bay,Naknek,Total,2025,3.3333333333333335,TimeSeriesExpSmoothNoBC,5965624,2880992,3999469,5607884,7282382,8938916
Bristol Bay,Naknek,Total,2026,2.1666666666666665,SibRegLogPower,4971992,2916884,3769202,4730085,5828861,6841909
Bristol Bay,Naknek,Total,2026,2.6666666666666665,SibRegKalman,3871618,2191806,2963514,3821189,4587232,5354344
